Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
56877,France,"Light to medium in body, this rosé is crisper and tauter than many coming out of the Southern Rhône. Zest citrus aromas lead into flavors of grapefruit, with crushed stone notes reverberating on the finish. Drink now.",Loubié,86,17.0,Rhône Valley,,,Joe Czerwinski,@JoeCz,Domaine de Mourchon 2016 Loubié Rosé,Rosé,Domaine de Mourchon
111007,France,"With its bold, jammy blackberries and a hint of black pepper on the nose, this wine is all about delivering a flavor punch. Straightforward berry fruit is tinged with licorice in a bulky but satisfying package.",Estate Bottled,87,10.0,Rhône Valley,Côtes du Luberon,,Joe Czerwinski,@JoeCz,Château Val Joanis 1998 Estate Bottled Red (Côtes du Luberon),Rhône-style Red Blend,Château Val Joanis
124008,France,"Smooth and balanced, this wine brings together generous red fruits and fresh acidity. Underneath, attractive, dry tannins give shape to this otherwise ready-to-drink, fruity wine. It's is a generous blend of 60% Merlot, 25% Cabernet Sauvignon, 10% Cabernet Franc and 5% Malbec.",Tradition,87,21.0,Bordeaux,Côtes de Bourg,,Roger Voss,@vossroger,Closerie du Bailli 2014 Tradition  (Côtes de Bourg),Bordeaux-style Red Blend,Closerie du Bailli
89284,France,"Big and bold, this lives up to the reputation of richer Meursault. Yet crispness, a core of tight structure, toast and fresh fruits are always present. The play between the characters is delicious and likely to allow the wine to age over several years.",Genevrières Premier Cru,93,110.0,Burgundy,Meursault,,Roger Voss,@vossroger,Bouchard Père & Fils 2007 Genevrières Premier Cru  (Meursault),Chardonnay,Bouchard Père & Fils
106131,France,"Honeyed but otherwise not overly aromatic, this full-bodied, corpulent Condrieu still provides enjoyable drinking. The weighty notes of honeyed citrus linger on the finish, but drink up over the next six months or so.",Les Archevêques,90,80.0,Rhône Valley,Condrieu,,Joe Czerwinski,@JoeCz,Les Vins de Vienne 2009 Les Archevêques  (Condrieu),Viognier,Les Vins de Vienne
110565,France,"Already mature, this is a full-bodied, perfumed wine full of stone-fruit and toast notes. It has a bitter almond character that gives the wine an edginess while spice lends a peppery sensation to the palate. Drink now before it fades.",Réserve Spéciale,87,19.0,Alsace,Alsace,,Roger Voss,@vossroger,Frédéric Mallo 2009 Réserve Spéciale Riesling (Alsace),Riesling,Frédéric Mallo
27202,France,"This wine is soft, with a light fruitiness and earthy flavors typical of some Pinot Noir. The tannic element gives a dry core to this simple, fruity wine. Drink now.",,83,28.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2012  Bourgogne,Pinot Noir,Jean-Luc and Paul Aegerter
16108,France,"95–97. Barrel sample. This is a very solid wine with tannins that are very firm and dense. There is power without excessive alcohol, lending a classic feel, and a pure line from fruit, acidity and tannin. The result is as much about fruit as structure.",Barrel Sample,96,,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Léoville Las Cases 2012 Barrel Sample  (Saint-Julien),Bordeaux-style Red Blend,Château Léoville Las Cases
75159,France,"Touches of toast and tannin give enough structure. The red berry fruits taste firm and extracted, giving a bitter edge. It's a wine that brings out the structured character of Pinot Noir rather than its fruit.",Cuvée Exception,84,25.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Chavet Fils 2012 Cuvée Exception  (Menetou-Salon),Pinot Noir,Chavet Fils
100034,France,"Concentrated and very full in the mouth, the wine's acidity is tight, wrapped around lemon and grapefruit characters. Good depth of flavor in this intense wine.",Vieilles Vignes Sur Lie,90,,Loire Valley,Muscadet Sèvre et Maine,,Roger Voss,@vossroger,Gadais Père et Fils 2009 Vieilles Vignes Sur Lie  (Muscadet Sèvre et Maine),Melon,Gadais Père et Fils
93938,France,"Very textured wine, with apple skin tautness, followed by acidity, a touch of wood, and final spice. Attractive wine that could age for 1–2 years.",Aux Scelles,90,,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Marcel Couturier 2008 Aux Scelles  (Pouilly-Fuissé),Chardonnay,Marcel Couturier
46505,France,"The name is spot-on for a wine with a pink-pearl color. It is gently fruity with soft red fruits and a touch of pepper. The aftertaste is crisp, clean and refreshing.",Perle du Rosé,86,20.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château Réal Martin 2015 Perle du Rosé Rosé (Côtes de Provence),Rosé,Château Réal Martin
26848,France,"With its tough tannins, this solid wine also shows dark fruits and black plum skins, finishing with fresher acidity.",,87,,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Coutelin Merville 2011  Saint-Estèphe,Bordeaux-style Red Blend,Château Coutelin Merville
45268,France,"Plan de Dieu is a broad, stony plain near Gigondas that's an underrated commune. This is a firmly built, medium-bodied wine, with lifted, floral aromas and bright cherry and raspberry fruit. chocolate notes emerge on the finish, which simultaneously shows some dusty tannins and mouthwatering acids. Drink now–2022.",Domaine du Père Hugues Plan de Dieu,89,15.0,Rhône Valley,Côtes du Rhône Villages,,Joe Czerwinski,@JoeCz,Louis Bernard 2015 Domaine du Père Hugues Plan de Dieu Red (Côtes du Rhône Villages),Rhône-style Red Blend,Louis Bernard
110067,France,Richly textured wine that oozes jammy red fruits and ripe tannins. It has a good dry core followed by sweet acidity and a juicy berry character. The wine has some power and aging potential.,Clos du Château,89,,Burgundy,Santenay,,Roger Voss,@vossroger,Château de la Crée 2008 Clos du Château  (Santenay),Pinot Noir,Château de la Crée
56567,France,"Based in the village of Cramant, Voirin-Jumel has access to Grand Cru Chardonnay vineyards. This crisp and tight wine is packed with acidity, fresh citrus and a taut, steely texture. It is still young and fruity, and could do with some bottle age.",Grand Cru Blanc de Blancs Brut,89,,Champagne,Champagne,,Roger Voss,@vossroger,Voirin-Jumel NV Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Voirin-Jumel
70111,France,"Scented impressions of ripe pear and aloe vera pervade this wine. The palate shows texture and more fruit than you might expect from slender Sylvaner. The finish is brisk, clean and taut.",Vieilles Vignes,89,13.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Boeckel 2015 Vieilles Vignes Sylvaner (Alsace),Sylvaner,Boeckel
22243,France,"Following the latest Provence fashion in having a glass-stoppered bottle, this wine is the top of the range for this producer. It is soft and ripe to start but deliciously balanced and crisp at the end. Named after Madeleine or Mado, an imaginary Provencal lady, the wine is ready to drink.",Mado en Provence,88,19.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Les Vins Bréban 2016 Mado en Provence Rosé (Côtes de Provence),Rosé,Les Vins Bréban
97561,France,"This rare intrusion of Sauvignon Blanc into Burgundy is in the small northern vineyard of Saint-Bris, close to Chablis. This wine is fruity with a herbal character that is balanced by the crisp citrus and melon flavors. Drink the wine now.",,86,19.0,Burgundy,Saint-Bris,,Roger Voss,@vossroger,Bailly-Lapierre 2015  Saint-Bris,Sauvignon Blanc,Bailly-Lapierre
2844,France,"A floral wine, full of ripe black-cherry fruit and with a firm structure that sustains the wine. This cru wine is rich, still developing, still with enough tannins and acidity to allow it to age further. Drink this attractive wine from mid-2017.",Flower Label,88,20.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Georges Duboeuf 2015 Flower Label  (Fleurie),Gamay,Georges Duboeuf
9434,France,"A very dusty aroma gives a wine that has pepper, green apple and a metallic edge. Finishing with bright acidity, it is ready to drink.",,82,11.0,Alsace,Alsace,,Roger Voss,@vossroger,Cave de Cleebourg 2011 Pinot Auxerrois (Alsace),Pinot Auxerrois,Cave de Cleebourg
67152,France,"Smooth textured, this wine is packed with ripe fruits that are touched with spice. Rounded and laden with apricot and mango flavors, it's ready to drink.",,88,17.0,Burgundy,Viré-Clessé,,Roger Voss,@vossroger,Chanson Père et Fils 2015  Viré-Clessé,Chardonnay,Chanson Père et Fils
359,France,"Up the slope above the Grand Cru of Le Montrachet, this vineyard once grew hemp (hence the name, cheneve). This poised wine is both stylish and rich, with good acidity allied to ripe apple and citrus fruits, cut through the mineral texture and promise a generous wine as it ages. Drink from 2020.",Les Chenevottes Premier Cru,95,110.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Philippe Colin 2014 Les Chenevottes Premier Cru  (Chassagne-Montrachet),Chardonnay,Philippe Colin
74100,France,"This is an attractive herbaceous wine that's light and tangy. Its gooseberry character dominates, lending acidity and a lively, crisp finish. The wine's blue bottle is memorable.",,86,14.0,Bordeaux,Entre-Deux-Mers,,Roger Voss,@vossroger,Château Tuilerie Pagès 2011  Entre-Deux-Mers,Bordeaux-style White Blend,Château Tuilerie Pagès
63629,France,"It's a shame quantities of this wine are so minuscule (20 cases imported), because it shows the enormous potential of the appellation and producer. Intense aromas of smoke, espresso and black olive lead to a palate that's full bodied and creamy in texture. There's some oak influence, but the notes of vanilla, cinnamon and clove are just an accent to the harmonious whole. Drink now–2020.",Alwenn,93,75.0,Rhône Valley,Gigondas,,Joe Czerwinski,@JoeCz,Château du Trignon 2007 Alwenn  (Gigondas),Rhône-style Red Blend,Château du Trignon
113958,France,"This ripe, full wine has an attractive spice and toast character. Warm yellow fruits and a rich feel indicate the generous, rounded potential. The wine has a crisp side as well as a mineral touch. Drink now, but better from 2017.",Vielles Vignes,90,35.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Christophe Cordier 2014 Vielles Vignes  (Pouilly-Fuissé),Chardonnay,Christophe Cordier
14122,France,"The second wine from the Saint-Julien estate, this is every bit as elegant as the grand vin, its black currant fruit developing to envelop the fine tannins. There is fine fruit, plenty of acidity and a rich texture. It needs time, so drink from 2020.",L'Amiral de Beychevelle,92,60.0,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Beychevelle 2015 L'Amiral de Beychevelle  (Saint-Julien),Bordeaux-style Red Blend,Château Beychevelle
43268,France,"From vines with an average age of 40 years old, this wine is the Duboeuf classic. It is soft, easy and fruity with its red fruits and gentle tannins. There is a dry edge to the wine, giving a touch of concentration. Drink this crisp wine now.",Flower Label,85,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Georges Duboeuf 2015 Flower Label  (Beaujolais-Villages),Gamay,Georges Duboeuf
128506,France,"Full-bodied, broad and verging on fat, this is a corpulent white for immediate consumption. Toasted marshmallows and baking spices accent honeydew melon flavors, ending warm and soft.",,89,49.0,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,Olivier Ravoire 2014 White (Châteauneuf-du-Pape),Rhône-style White Blend,Olivier Ravoire
129513,France,"From a producer in the same family since 1834, this rosé is crisp and poised. Attractive red fruits are sharpened by orange zest and filled out with an edge of tannin from the addition of red wine to give color. The wine is young, fruity and ready to drink.",Brut Rosé,88,55.0,Champagne,Champagne,,Roger Voss,@vossroger,Boizel NV Brut Rosé  (Champagne),Champagne Blend,Boizel
45698,France,"Gold in color, this beautiful wine combines intense spice and fruit with a fresh, mineral character. It is off dry, hinting almost at honey and botrytis. The acidity brings out all the complex textures and flavors. Drink from 2016.",Rangen de Thann Grand Cru Clos Saint-Théobald,92,54.0,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Schoffit 2013 Rangen de Thann Grand Cru Clos Saint-Théobald Gewurztraminer (Alsace),Gewürztraminer,Domaine Schoffit
45993,France,"This wine is still so young but shows considerable potential. Its concentration and acidity are balanced by rich honey, dried fruit and bitter orange flavors that need time to come into balance, so wait until 2025 to open.",,96,,Bordeaux,Barsac,,Roger Voss,@vossroger,Château Nairac 2014  Barsac,Bordeaux-style White Blend,Château Nairac
50078,France,"Saint-Maur's vines are planted close to Saint-Tropez in one of the warmest sectors of the Provence coast. This wine is firm and tannic, with signs of bitter coffee from extraction that are balanced by the ripe black-currant flavors. It will develop well; drink after 2017.",,90,25.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château Saint-Maur 2013 Red (Côtes de Provence),Provence red blend,Château Saint-Maur
103405,France,"Firm and tight, a wine that reveals more structure than fruit initially, leaving the citrus and grapefruit flavors to emerge later. Then it closes up again, keeping some of the mineral austerity. Keep this wine for a year.",Montée de Tonnerre Premier Cru,90,,Burgundy,Chablis,,Roger Voss,@vossroger,Olivier Leflaive 2006 Montée de Tonnerre Premier Cru  (Chablis),Chardonnay,Olivier Leflaive
102023,France,"Black currant and stalky tannins, along with acidity, mark this attractive Bordeaux. It is dry, with some mineral austerity, lightly woody. The fruit is now mature.",,86,,Bordeaux,Premieres Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Laville 2006  Premieres Côtes de Bordeaux,Bordeaux-style Red Blend,Château de Laville
47874,France,"This is round, while also having a mineral edge. Apple and wood flavors power through the crispness, along with a charming touch of honey. For short-term aging.",Les Narvaux,88,56.0,Burgundy,Meursault,,Roger Voss,@vossroger,Domaine Vincent Girardin 2010 Les Narvaux  (Meursault),Chardonnay,Domaine Vincent Girardin
30509,France,"A rich and bold wine, structured and concentrated. This is packed with black plum fruits, ripe damsons and sweet tannins. There's a great juicy element, that brings in the acidity as well as some spice from wood aging.",No 2 et No 5,90,,Bordeaux,Fronsac,,Roger Voss,@vossroger,Château Haut-Francarney 2010 No 2 et No 5  (Fronsac),Bordeaux-style Red Blend,Château Haut-Francarney
92989,France,"Owned by the Cuvelier family of Léoville Poyferré in Saint-Julien and with Michel Rolland as consultant, this is a fine estate with an equally fine chateau. It is dense and richly endowed with black fruits and spice. At the same time, it has style and a way with its fruit and acidity that give it a lift. Drink this very ageworthy wine from 2023.",,93,34.0,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Le Crock 2014  Saint-Estèphe,Bordeaux-style Red Blend,Château Le Crock
27605,France,"This grand cru bottling comes from vines owned by Louis Jadot. It's firmly structured, as befits a wine from this village, and shows a predominance of red fruit and acidity. However, with its dry core and concentration, it will need to age. Drink from 2025.",,95,286.0,Burgundy,Chapelle-Chambertin,,Roger Voss,@vossroger,Louis Jadot 2014  Chapelle-Chambertin,Pinot Noir,Louis Jadot
43519,France,"Pure pink in color, this ripe wine is soft with rich red fruits. It is attractive and fruit-driven, delicious as an apéritif.",Les Abeillons,84,27.0,Provence,Coteaux Varois en Provence,,Roger Voss,@vossroger,Château Thuerry 2014 Les Abeillons Rosé (Coteaux Varois en Provence),Rosé,Château Thuerry
117202,France,"This ripe, sweet wine is rich and full of dried and fresh fruit flavors. It is spicy, with a touch of spirit on the palate as well as bold black-plum fruit, dense tannins and a sweet aftertaste. Drink from 2017.",Le Cèdre Vintage,88,33.0,France Other,Vin de Liqueur,,Roger Voss,@vossroger,Château du Cèdre 2012 Le Cèdre Vintage Malbec (Vin de Liqueur),Malbec,Château du Cèdre
107048,France,"An equal blend of Pinot Noir and Chardonnay, this is a crisper than other Champagnes in the Coutelas range. It is also still young with its bright green and citrus fruits and tense texture. Lively and fresh, it should be aged and not drunk before 2017.",Vintage Brut,91,60.0,Champagne,Champagne,,Roger Voss,@vossroger,A. D. Coutelas 2006 Vintage Brut  (Champagne),Champagne Blend,A. D. Coutelas
119831,France,"Notes of orchard apple, peach skin, yellow melon, orange blossom and a touch of beeswax unfold on the bouquet of this nuanced rosé. It's medium in weight, with a softness on the midpalate that's lifted on the close by ample acidity.",Classique Mourvèdre-Syrah-Grenache,88,18.0,Languedoc-Roussillon,La Clape,,Lauren Buzzeo,@laurbuzz,Château d'Anglès 2016 Classique Mourvèdre-Syrah-Grenache Rosé (La Clape),Rosé,Château d'Anglès
56763,France,"A rich, smoky style of wine that revels in its high toast character as well as ripe yellow fruit flavors. It is certainly full in the mouth, a burst of ripeness followed by balancing acidity and a texture of red apple skins. It would be worth aging for another year.",Cuvée des Demoiselles,90,20.0,Bordeaux,Sainte-Foy Bordeaux,,Roger Voss,@vossroger,Château Hostens-Picant 2007 Cuvée des Demoiselles  (Sainte-Foy Bordeaux),Bordeaux-style White Blend,Château Hostens-Picant
47023,France,"This is a full, ripe wine, with tannins that are already well integrated into the red fruits. It's rich and full, packed with delicious ripeness. A wine for pleasure in the next few months, but it will also age well for 3–4 years.",,88,19.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Domaine de Courteillac 2009  Bordeaux Supérieur,Bordeaux-style Red Blend,Domaine de Courteillac
124941,France,"Rounded notions of ripe pear on the nose lead to a rounded, earthy but still perfumed palate of clean flavors and gentle fruit. This wine offers a fluid balance of freshness, definition and beautifully expressed orchard fruit.",Cuvée Engel,89,19.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Fernand Engel 2014 Cuvée Engel Riesling (Alsace),Riesling,Domaine Fernand Engel
47466,France,The exotic notes of passion fruit and mango are so exuberant that you almost forget to pay attention to the honey notes at the core. The palate comes in with more sweetness than expected and makes the tropical fruit even fuller. The medium-sweet finish conveys pure passion fruit.,Weingarten de Rorschwihr,89,26.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Fernand Engel 2015 Weingarten de Rorschwihr Gewurztraminer (Alsace),Gewürztraminer,Domaine Fernand Engel
47884,France,"Broad and generous, this has ample white fruits and attractive, balancing acids. It already has richness and a pure fruit character, with a firm, pear-skin-like structure and acidity on the finish. Age the for 3–4 years.",Montmains Premier Cru,88,,Burgundy,Chablis,,Roger Voss,@vossroger,Pascal Bouchard 2010 Montmains Premier Cru  (Chablis),Chardonnay,Pascal Bouchard
74054,France,"Unusually complex for a rosé, this medium- to full-bodied wine offers a mix of red berries and melon, hints of cinnamon and clove, richness reminiscent of white chocolate and even a tinge of mocha on the lengthy finish. Drink now–2018.",,92,22.0,Rhône Valley,Tavel,,Joe Czerwinski,@JoeCz,Château la Genestière 2016  Tavel,Rosé,Château la Genestière
16547,France,"Produced by the largest Bordeaux cooperative, this is a freshly fruity wine, with simple red fruit flavors and soft tannins. There is a smoky edge and pink raspberry acidity.",Chevalier de Saint-André,84,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Univitis 2009 Chevalier de Saint-André  (Bordeaux),Bordeaux-style Red Blend,Univitis
79174,France,"Notes of ripe, almost overripe, pears make this a juicy, rounded and easy wine. There is something pliable and soft about this, all beautifully hemmed in with slightly pithy midpalate notes.",,88,17.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Boeckel 2015 Pinot Gris (Alsace),Pinot Gris,Boeckel
70383,France,"This wine is all fruit that has some age to give it richness, with a high dosage that adds soft texture. The result is a balanced, smooth and very drinkable wine. Floral aromas and a spicy character bring out the final acidity. The bottling is ready to drink.",Cuvée Première Brut,89,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Chassenay d'Arce NV Cuvée Première Brut  (Champagne),Champagne Blend,Chassenay d'Arce
20819,France,"A powerhouse of rich Merlot, big, ripe, with black plums, sweet figs and only light acidity. A wine for lovers of big Merlots, this rolls generously around the mouth. Because of this immediate richness, it seems likely to age quickly.",,91,,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Clinet 2006  Pomerol,Bordeaux-style Red Blend,Château Clinet
86366,France,"92-94 Barrel sample. A shiny, ripe and fresh wine, its tannins neatly merged into the blackcurrant fruits. Delicious and fresh, but also sweet.",Barrel sample,93,,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Prieuré-Lichine 2009 Barrel sample  (Margaux),Bordeaux-style Red Blend,Château Prieuré-Lichine
70766,France,"This is a ripe, apple and spiced-pear flavored wine. It has a crisp background that gives a brighter aftertaste. The wine finishes on a note of pepper and acidity. Drink now.",Sur Lie,85,11.0,Loire Valley,Muscadet Sèvre et Maine,,Roger Voss,@vossroger,Château les Templiers 2014 Sur Lie  (Muscadet Sèvre et Maine),Melon,Château les Templiers
67154,France,"This single-vineyard village wine comes from a small parcel close to woods on the western edge of the Mercurey appellation. With soft red fruits and attractive acidity, the wine is fruity, easy and with a crisp aftertaste. It will be ready to drink from 2018.",Le Bois de Lalier,88,38.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Château de Santenay 2015 Le Bois de Lalier  (Mercurey),Pinot Noir,Château de Santenay
120974,France,"Named after the gravel (Cailloux) in the vineyard, this rich and concentrated wine has ripe blackberry fruits over the firm tannins. The quality of the vintage shines through, giving the wine a sense of power and longevity. Drink from 2018.",,90,35.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Cailloux de By 2010  Médoc,Bordeaux-style Red Blend,Château Cailloux de By
98730,France,"This young and fruity wine has red cherries that lie over soft tannins and a stalky texture. It's all about fruit that's ready to drink, and not for aging.",Le Grand Bouqueteau,85,16.0,Loire Valley,Chinon,,Roger Voss,@vossroger,Château du Coudray Montpensier 2014 Le Grand Bouqueteau  (Chinon),Cabernet Franc,Château du Coudray Montpensier
99048,France,"Spice and almonds lead off this ripe wine. It is off dry while also having a firm structure that brings flavors of pepper, German spice cake and, at the end, acidity. It's a wine for drinking now.",Cuvée Réserve,87,17.0,Alsace,Alsace,,Roger Voss,@vossroger,Martin Schaetzel 2012 Cuvée Réserve Gewurztraminer (Alsace),Gewürztraminer,Martin Schaetzel
84502,France,"The warm Beauroy vineyard has produced a rich, full-bodied and concentrated wine. It has a ripe structure that's cut with mineral notes, honey and apple and pear flavors. The wine is still developing and needs to age. Drink from 2017.",Beauroy Premier Cru,91,34.0,Burgundy,Chablis,,Roger Voss,@vossroger,Pascal Bouchard 2012 Beauroy Premier Cru  (Chablis),Chardonnay,Pascal Bouchard
33272,France,"Produced from Malbec and fashionably pale, this wine is named after Julie Perrin, daughter of owner Alain-Dominique Perrin. It is light and deliciously crisp and refreshing. Bone dry, it is certainly a food rosé, although with its light raspberry flavor it will also be good as an apéritif. Julie Perrin, an artist, worked on the blend and created the château watercolor on the bottle.",Le Rosé de Julie,87,25.0,Southwest France,Côtes du Lot,,Roger Voss,@vossroger,Château Lagrézette 2015 Le Rosé de Julie Rosé (Côtes du Lot),Rosé,Château Lagrézette
33851,France,"Rounded and fat, with the weight and power of white wines from Corton. The texture is taut, still very young, waiting to allow the full richness of the fruit to come through. Impressive, it needs a minimum of four years aging.",Domaine Héritiers Paul Chanson,95,,Burgundy,Corton Vergennes,,Roger Voss,@vossroger,Chanson Père et Fils 2007 Domaine Héritiers Paul Chanson  (Corton Vergennes),Pinot Noir,Chanson Père et Fils
14831,France,"Based in Fleurie, this producer has made a wine rich in fruit and tannins. It has a smoky spicy character as well as intense red fruits. It is warm, concentrated and ready to drink.",,88,12.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine Berrod 2015  Beaujolais-Villages,Gamay,Domaine Berrod
98813,France,"This is a beautiful, ripe, soft, perfumed wine. Its intense berry fruit is well to the fore, backed by firm tannins. Packed with fruit and smokiness from wood aging, it has strong aging potential. Drink from 2020.",Grand Vin,91,33.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Ricaud 2015 Grand Vin  (Cadillac Côtes de Bordeaux),Bordeaux-style Red Blend,Château de Ricaud
111373,France,"An attractive, fruity wine with black-currant and red-berry juiciness followed by a lightly tannic character. It's a classic for the vintage—light and fruity.",,85,14.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château la Petite Roque 2011  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château la Petite Roque
126992,France,"The small village of Chânes lies in the south of the appellation, well exposed to the sun. That shows in this warm wine with its ripe apple and pear flavor. Wood aging adds richness, filling out the rich fruits with toast. This generous wine will age another year. Drink from 2017.",Vers Chânes Vieilles Vignes,93,43.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Rijckaert 2014 Vers Chânes Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Rijckaert
69982,France,"This rich wine is one of the rare white wines of Savigny-lès-Beaune. It has warm, yellow- and tropical-fruit flavors, light acidity and a smooth, creamy texture. A fresh citrus character lingers on the finish. Drink now–2019.",,87,40.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Bouchard Aîné & Fils 2011  Savigny-lès-Beaune,Chardonnay,Bouchard Aîné & Fils
55267,France,A very fine wine with some bottle age that has given the dense tannins a chance to integrate beautifully into its sweet fruit. There is a bitter chocolate edge that comes from the wood aging. It has a dark and very structured aftertaste.,Orbe Noir,91,29.0,Southwest France,Cahors,,Roger Voss,@vossroger,Domaine le Bout du Lieu 2007 Orbe Noir Malbec (Cahors),Malbec,Domaine le Bout du Lieu
105402,France,"Creamy earthiness joins the yellow stone fruit on nose and palate, making for a toned-down but full-fruited, generously rounded Gewurztraminer. The structure provided by pithy, pleasantly bitter notes leaves a lasting, refreshing impact.",Kritt,89,28.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Gresser 2015 Kritt Gewurztraminer (Alsace),Gewürztraminer,Domaine Gresser
49075,France,"A wine that is both creamy and has a tight, steely core. It will be fine with food, with its crisp apple acidity and a squeeze of lemon. Drink now.",Signature,87,15.0,Alsace,Alsace,,Roger Voss,@vossroger,Wolfberger 2013 Signature Pinot Blanc (Alsace),Pinot Blanc,Wolfberger
19818,France,"A powerful wine, packed with solid tannins, giving rich fruit over the hard, youthful structure. Black tannins and complex bitter chocolate and acidity suggest this is a wine that still needs time to knit together. The final is big and generous.",,93,,Burgundy,Grands-Echezeaux,,Roger Voss,@vossroger,Henri de Villamont 2007  Grands-Echezeaux,Pinot Noir,Henri de Villamont
98452,France,"Full of tropical fruit flavors, this is rounded, ripe and very accessible. At the same time, its structure shows through in the tang of green apple skin, judicious wood aging and taut aftertaste.",,94,60.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château de Fieuzal 2009  Pessac-Léognan,Bordeaux-style White Blend,Château de Fieuzal
89277,France,"There is a fine steely, mineral character to the wine that parallels the ripe yellow fruit, toast and quince jelly flavors. The ensemble is rich, but maintains the true cool-climate character of Chablis.",Domaine Long-Depaquit Les Blanchots Premier Cru,93,,Burgundy,Chablis,,Roger Voss,@vossroger,Albert Bichot 2007 Domaine Long-Depaquit Les Blanchots Premier Cru  (Chablis),Chardonnay,Albert Bichot
15258,France,"This Champagne offers rich yellow fruit and crisp white stone fruits balanced with a full texture. Hints of the wood used in fermentation add to the ripe feel. Still a little young, it will be much better from 2019.",Gentilhomme Blanc de Blancs Grand Cru Brut,93,75.0,Champagne,Champagne,,Roger Voss,@vossroger,A.R. Lenoble  2009 Gentilhomme Blanc de Blancs Grand Cru Brut Chardonnay (Champagne),Chardonnay,A.R. Lenoble 
87712,France,"Crisp and fruity, this is a wine full of red currant and blackberry flavors. It does have a tannic structure that will allow the wine to develop along with the acidity. In the family for three-generations, the estate is now run by Denis Hazane. Drink from 2018.",,86,13.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château la Roseraie 2014  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château la Roseraie
121153,France,"With its big fruit, and hearty tannins, this is a powerful, ripe wine, having great sweet blackberry flavors, a touch of smoke and a black fruit core. Round and opulent, this is a generous wine already.",,93,,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Talbot 2005  Saint-Julien,Bordeaux-style Red Blend,Château Talbot
3483,France,"Attractive, soft, white-fruit wine, its pear flavors rounded and gentle. This is a perfect apéritif style, easy with light acidity to cut through the ripe fruit.",,87,13.0,Alsace,Alsace,,Roger Voss,@vossroger,La Cave des Vignerons de Pfaffenheim 2009 Pinot Blanc (Alsace),Pinot Blanc,La Cave des Vignerons de Pfaffenheim
48432,France,"This warm ripe blend of Pinot Noir and Gamay has some firm tannins as well as juicy red fruits. It is concentrated and structured while also having a generous, fruity character. Drink this wine now.",Champ Gibault,88,35.0,Loire Valley,Coteaux du Giennois,,Roger Voss,@vossroger,Florian Roblin 2015 Champ Gibault Pinot Noir-Gamay (Coteaux du Giennois),Pinot Noir-Gamay,Florian Roblin
